name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
B. Hübner,31,75,75,2,38,31,54,58,78,67,1585,3.8
L. Cooper,29,75,75,2,50,35,56,58,76,78,1655,4.7
Aridane,32,77,77,2,56,36,54,55,76,84,1713,7.0
Diego Farías,31,73,73,4,80,69,67,77,38,48,1804,2.5
B. Koita,30,72,72,4,78,69,60,69,23,67,1655,2.3
D. Hernández,35,68,68,1,70,67,59,68,32,67,1176,0.13
M. Schäffler,32,69,69,4,54,72,51,60,32,76,1621,1.1
Ł. Skorupski,30,75,76,1,78,72,54,81,51,74,1169,4.2
T. Kolodziejczak,29,73,73,2,67,37,68,60,73,77,1794,2.5
Rubén Pérez,32,74,74,3,49,65,70,66,74,74,1909,3.3
S. Sunzu,32,74,74,2,42,39,49,50,74,84,1644,2.7
L. Taylor,31,69,69,4,76,68,56,69,38,67,1718,1.2
C. Kabasele,30,75,75,2,65,50,51,61,76,76,1743,4.6
T. Jantschke,31,72,72,2,65,41,62,66,73,70,1760,1.6
K. Glik,33,72,72,2,36,32,45,53,72,78,1468,1.1
U. Dávila,30,75,75,4,76,75,72,78,47,69,1985,5.5
H. Dalsgaard,31,72,72,2,74,57,62,67,73,77,1879,1.6
M. Gulde,30,73,73,2,66,40,51,57,75,71,1698,2.5
H. Nielsen,27,72,72,4,79,70,67,71,42,75,1868,2.5
D. Blind,31,82,82,2,45,64,82,79,83,72,2093,22.0
J. Guðmundsson,30,75,75,3,67,73,76,75,61,67,2028,5.5
F. Martínez,31,74,74,4,88,71,65,74,32,69,1875,3.6
J. Pastore,32,78,78,4,64,73,80,78,52,50,1914,11.0
S. Corchia,30,72,72,2,70,62,71,70,71,61,1942,2.0
F. N'Sakala,30,71,71,2,83,45,66,72,64,77,1883,1.6
J. Altidore,31,69,69,4,66,70,58,64,32,77,1754,1.2
M. Berg,34,75,75,4,71,75,63,72,35,71,1829,2.7
A. Oukidja,32,76,76,1,75,73,69,79,47,76,1218,3.7
N. Guzmán,35,79,79,1,78,77,71,79,51,82,1414,1.9
Bojan,30,69,69,4,64,71,70,73,26,42,1702,1.4
G. Svensson,34,70,70,3,36,46,60,62,69,79,1704,0.55
D. Biseswar,33,74,74,4,71,68,75,77,33,60,1851,2.6
M. Layún,33,73,73,2,72,71,70,74,70,73,2038,1.6
R. Vormer,33,78,78,3,58,75,79,70,75,78,2132,8.5
E. Pieters,32,74,74,2,59,39,69,69,74,78,1869,2.9
M. Marin,32,73,73,4,69,65,72,78,30,45,1790,2.4
M. Sulejmani,32,71,71,4,71,71,73,72,31,48,1777,1.5
R. Fährmann,32,73,73,1,76,70,38,78,42,72,1116,1.5
D. Da Silva,33,76,76,2,50,37,58,55,77,78,1690,3.6
Ki Sung Yueng,32,74,74,3,46,68,77,69,64,74,1953,3.3
D. McGoldrick,33,72,72,4,62,72,71,75,33,67,1839,1.5
A. Ekdal,31,76,76,3,47,65,76,73,70,76,1956,6.0
A. Ríos,31,64,64,4,57,63,63,64,37,79,1767,0.5
A. Epureanu,34,72,72,2,33,53,54,56,74,76,1649,0.75
Dai Lin,33,67,67,2,52,54,53,56,66,78,1733,0.475
M. Langerak,32,70,70,1,71,68,53,72,26,70,1073,0.8
F. Muslera,35,80,80,1,78,80,72,79,51,82,1365,2.3
P. Aguilar,34,75,75,2,55,52,54,56,76,76,1746,1.8
J. Morávek,31,69,69,4,37,69,73,72,55,56,1804,1.1
L. Fejsa,32,75,75,2,52,57,63,65,76,80,1866,3.7
J. Hogg,32,71,71,3,66,53,60,65,69,79,1821,1.2
A. Grünwald,32,67,67,3,54,68,69,66,54,77,1871,0.8
A. Ogbonna,33,80,80,2,56,40,60,62,82,76,1733,10.0
J. Kana-Biyik,30,70,70,2,60,31,49,57,70,77,1586,1.3
L. Pratto,33,74,74,4,70,74,69,69,57,80,1972,2.7
Y. Sankharé,31,69,69,2,63,67,68,70,71,78,1965,1.1
T. Pekhart,32,69,69,4,50,70,53,58,33,76,1613,1.1
Koh Myong Jin,33,66,66,4,75,63,68,68,42,60,1749,0.525
H. Arter,31,69,69,3,54,69,68,67,65,70,1910,0.975
Alan Kardec,32,77,77,4,78,77,64,71,34,78,1888,8.5
M. Pazdan,33,71,71,2,48,44,58,55,71,74,1708,0.9
O. Ighalo,32,76,76,4,70,78,65,72,42,78,1918,6.0
J. King,29,75,75,4,77,76,68,76,38,70,1905,5.5
A. McGeady,35,69,69,4,70,68,69,73,44,54,1818,0.575
A. Talavera,38,78,78,1,80,80,70,77,58,75,1339,1.6
R. Babel,34,75,75,3,76,78,71,76,41,74,1928,2.6
S. Carson,35,67,67,1,66,67,65,64,35,70,1122,0.11
M. Debuchy,35,75,75,2,65,67,71,73,74,72,2025,1.7
G. İnler,37,70,70,3,39,67,72,68,68,68,1880,0.325
N. Ortigoza,36,69,69,3,34,60,74,65,63,63,1787,0.45
Javi García,34,73,73,3,44,61,65,67,72,79,1876,1.0
B. Sharp,35,72,72,4,56,74,62,65,39,67,1772,1.0
M. McGovern,36,66,66,1,68,64,64,67,32,66,1014,0.09
G. Whelan,37,63,63,3,33,56,62,61,63,61,1683,0.09
A. Consigli,34,80,80,1,80,81,71,81,42,78,1198,3.6
J. Ruddy,34,70,70,1,70,66,72,71,40,70,1092,0.275
S. Mandanda,36,80,80,1,79,80,74,81,49,79,1265,2.3
A. Le Fondre,34,70,70,4,64,73,62,70,30,71,1799,0.775
Xisco,35,68,68,4,32,72,52,62,33,80,1657,0.525
Park Chu Young,35,65,65,4,56,67,67,66,37,57,1759,0.3
C. Kazim-Richards,34,68,68,4,52,71,66,62,34,79,1783,0.575
N. Adams,34,63,63,2,65,56,63,62,55,61,1721,0.18
H. Goitom,36,67,67,4,47,67,64,65,39,69,1675,0.35
C. Daniels,34,63,63,2,52,58,65,63,62,61,1763,0.18
U. Emanuelson,35,65,65,4,64,63,67,68,61,61,1847,0.275
N. Şahin,32,73,73,3,32,67,77,70,70,66,1949,2.0
J. Lössl,32,72,72,1,74,72,68,72,31,71,1148,1.2
Sokratis,33,77,77,2,63,53,53,60,78,80,1753,5.0
L. Grabban,33,70,70,4,61,71,59,68,31,67,1723,1.0
S. Aluko,32,66,66,4,75,61,63,72,40,44,1713,0.675
K. Mączyński,34,67,67,3,58,53,67,67,63,66,1831,0.35
Pedro León,34,76,76,3,55,75,83,75,45,58,1916,3.5
F. Coloccini,39,68,68,2,32,54,59,60,68,63,1683,0.22
C. Ben Saada,37,63,63,3,53,62,65,66,41,41,1661,0.16
M. Topal,35,70,70,3,46,64,62,65,72,71,1839,0.45
A. Alcáraz,38,71,71,2,34,43,48,60,70,72,1573,0.325
F. Marchetti,38,69,69,1,66,67,62,67,53,70,1215,0.15
A. Baptiste,35,65,65,2,45,38,52,54,64,69,1505,0.19
L. López,38,74,74,4,62,77,70,74,51,64,1938,1.4
Negredo,35,78,78,4,58,81,64,72,36,77,1892,6.0
Vesga,28,75,75,3,46,63,70,66,76,76,1839,5.5
I. Akinfeev,35,80,80,1,77,72,78,84,51,83,1244,2.3
S. Davis,36,75,75,3,39,63,75,76,74,68,1989,1.8
Bobô,36,69,69,4,52,71,63,66,29,71,1713,0.475
R. Sambueza,37,77,77,4,66,73,80,78,46,71,2006,3.4
M. Stekelenburg,38,76,76,1,75,75,75,74,32,77,1172,0.825
Yuri,38,72,72,4,66,73,60,69,36,71,1779,0.8
M. Benita,17,60,76,3,79,54,53,64,56,58,1648,0.625
Christian Gómez,21,64,78,1,64,62,61,66,40,63,1029,1.3
Gabri Martínez,18,65,80,3,74,60,60,66,30,53,1567,1.7
Rodrigo Valente,20,62,71,4,69,60,57,67,41,50,1627,0.875
M. Boylan,16,51,64,1,57,53,55,54,26,43,838,0.12
Benny Couto,17,57,72,2,74,36,49,55,51,53,1468,0.35
M. Montenegro,19,60,75,2,69,49,54,58,55,57,1579,0.55
D. Mejía,18,58,76,2,70,43,52,58,52,53,1521,0.5
A. Vera,17,58,78,2,62,33,54,51,55,65,1476,0.525
C. Abastoflor,19,62,77,4,66,58,59,64,53,60,1713,0.95
C. Rojas,17,59,79,2,75,43,45,56,56,59,1552,0.575
E. Mitchell,18,52,70,2,64,35,46,48,50,60,1354,0.19
J. Markelo,18,57,73,3,82,58,47,60,30,42,1452,0.425
M. Nemil,19,53,71,3,73,41,52,55,36,52,1432,0.24
I. Basafa,29,62,62,3,48,54,55,53,60,70,1615,0.35
G. Singh,17,47,62,2,72,42,38,50,45,57,1389,0.11
E. Uzun,19,56,70,3,59,40,53,56,53,55,1516,0.325
W. Bwalya,26,65,68,4,71,64,44,60,25,64,1497,0.95
K. Keïta,20,60,72,3,66,41,53,57,55,68,1553,0.55
K. Asllani,19,59,74,3,65,48,59,55,56,53,1610,0.5
A. Herrera,18,56,65,3,58,42,53,56,52,56,1513,0.275
A. Kaplan,18,62,78,2,63,27,39,45,62,66,1381,0.95
G. Viera,18,62,76,3,68,54,55,70,26,42,1445,0.925
Ricard Artero,18,60,78,4,68,56,57,62,56,58,1675,0.625
O. Enersen,18,54,71,4,77,41,51,59,46,54,1517,0.275
A. Gabriel,20,62,74,2,67,34,50,55,59,73,1520,0.925
Juan Artola,21,63,76,4,73,57,62,65,45,54,1668,1.2
Enol Coto,20,61,75,2,76,37,46,57,59,56,1521,0.75
Aitor Puñal,22,62,75,2,70,39,45,51,64,61,1542,0.925
E. Ayón,20,60,69,4,63,63,45,56,23,54,1438,0.55
M. Neutgens,17,57,74,1,59,54,55,63,25,55,879,0.35
A. Benarous,17,56,73,4,69,47,49,65,32,43,1447,0.35
Carlos Martín,19,62,79,4,79,61,57,67,28,57,1629,1.0
S. Valencia,17,59,74,2,60,30,46,50,59,60,1425,0.475
O. Fraulo,17,54,72,3,72,53,55,57,47,52,1564,0.275
Peru Rodríguez,19,63,78,2,70,41,52,52,64,65,1609,1.1
Álvaro Santamaría,19,62,75,4,64,64,51,58,24,61,1523,0.95
H. Minturn,17,51,66,2,58,24,33,39,51,57,1221,0.12
B. Andresen,18,58,74,2,69,29,46,59,54,55,1429,0.5
M. Nunic,28,62,62,4,59,61,44,56,21,75,1488,0.4
K. Corbett,18,55,71,4,75,55,39,53,21,50,1351,0.325
B. Kaninda,17,53,72,2,70,25,31,36,52,68,1269,0.22
Dani Tasende,20,62,72,2,65,45,59,62,58,47,1567,0.825
Y. Lhéry,18,63,78,4,75,63,53,65,18,50,1563,1.1
D. Salifou,18,58,75,3,61,42,59,56,59,60,1580,0.525
G. Saro,21,52,60,1,52,61,58,53,21,49,795,0.16
Dani Lorenzo,18,64,77,3,57,52,63,65,59,56,1682,1.4
V. Lind,18,63,77,4,83,62,54,64,42,59,1654,1.1
Ricardinho,20,65,75,4,56,66,54,63,29,61,1555,1.6
A. Burlamaqui,19,66,79,3,55,41,63,59,60,57,1593,1.9
L. Zbinden,18,53,69,1,57,53,57,56,21,51,857,0.21
A. Paulsen,18,58,75,1,57,52,61,64,49,53,1232,0.45
J. Mendes,18,54,70,2,72,26,41,51,44,54,1328,0.25
Pedro Lubamba,18,55,69,3,75,49,51,60,29,44,1461,0.3
T. Goodrham,17,52,72,4,74,48,50,58,41,41,1481,0.21
Víctor Sanchís,20,60,71,2,57,33,44,43,63,56,1410,0.5
Sana Gomes,18,62,72,2,69,33,47,60,58,61,1506,0.8
Chapela,22,67,76,4,77,62,61,69,30,49,1605,2.3
B. Knight,19,60,74,4,65,59,52,67,28,43,1463,0.575
D. Khudyakov,17,60,75,1,57,59,65,62,40,58,944,0.475
K. van der Kaap,22,58,66,2,63,23,31,39,59,66,1252,0.425
E. Taylor,18,51,72,3,71,42,46,53,39,43,1312,0.19
S. Delaye,19,60,75,4,65,45,60,68,53,46,1626,0.575
J. Rak-Sakyi,18,61,77,4,69,61,57,64,24,46,1521,0.825
M. Viti,19,66,79,2,68,34,39,44,68,66,1485,1.9
B. Nokoue,19,63,76,2,73,42,50,58,58,67,1594,1.1
R. Bourlès,18,60,75,4,63,50,64,62,47,51,1579,0.575
Bernardo,17,54,72,4,74,39,51,60,33,43,1402,0.275
K. Kundaikar,22,49,58,2,64,25,39,44,47,62,1309,0.1
Pablo Gálvez,19,63,78,4,67,63,46,64,19,62,1470,1.1
S. Moreland,18,50,70,4,66,46,49,55,45,46,1459,0.13
Jája Silva,22,63,67,4,82,56,56,68,32,47,1568,0.7
A. Akurugu,19,60,74,2,63,25,45,49,57,57,1378,0.55
L. Everink,20,61,72,2,73,31,46,58,59,63,1496,0.675
W. Goodwin,19,60,71,4,67,57,44,58,27,73,1502,0.525
A. Tsoungui,18,60,77,2,59,34,34,39,60,67,1372,0.6
A. Matko,21,63,73,3,83,60,54,67,28,65,1647,1.1
O. Offiah,18,59,79,2,64,33,39,56,61,61,1446,0.575
R. Friday,21,56,69,4,80,53,45,57,19,56,1405,0.35
Iker Benito,18,63,75,3,74,57,57,66,35,50,1560,1.1
Carmona,19,60,72,2,66,27,42,49,58,61,1383,0.55
Iván Romero,20,60,71,4,69,58,43,59,22,52,1392,0.55
Fàbrega,21,57,70,1,59,53,55,64,25,54,891,0.35
B. Greenwood,18,56,70,2,69,32,45,53,53,52,1409,0.325
Femi Seriki,19,59,73,2,81,28,46,56,52,62,1467,0.5
S. Westerveld,18,59,73,1,61,60,59,61,28,57,844,0.45
Raúl Caballero,20,63,77,4,73,63,50,62,26,57,1565,1.2
Joseda,19,61,76,2,61,43,55,56,59,61,1578,0.75
Diego López,19,61,77,4,69,61,52,61,34,51,1561,0.85
B. Bobzien,18,59,77,4,67,58,53,65,29,45,1493,0.575
S. Ahmed,26,62,62,3,73,49,57,62,57,62,1664,0.425
Y. Karagöz,21,59,68,1,62,58,64,61,25,53,884,0.45
N. Ødegård,17,52,72,3,72,46,50,54,48,68,1530,0.21
R. Providence,19,67,78,4,83,58,52,77,27,37,1502,2.2
M. Saban,19,64,77,3,82,58,56,67,35,46,1594,1.4
I. Najim,18,55,75,3,76,48,50,57,26,36,1380,0.35
D. Lemajić,27,65,65,4,46,66,47,50,28,78,1463,0.775
S. Rahimi,25,73,76,3,85,74,67,71,38,64,1856,4.0
M. Sponsel,19,62,77,2,64,43,56,57,60,65,1591,0.9
O. Ndah,23,67,75,2,79,44,48,50,69,71,1667,2.1
K. Peprah,20,65,76,4,79,67,54,67,35,65,1733,1.6
K. Zedadka,21,62,71,3,72,53,58,63,48,53,1641,0.9
E. Sahiti,22,69,76,4,84,68,57,73,29,54,1712,2.8
L. Ennali,19,60,72,3,74,56,51,64,27,48,1460,0.575
M. Faßbender,22,63,71,3,85,54,53,59,23,64,1511,1.1
K. Ehibhatiomhan,18,54,71,4,62,55,38,50,19,58,1337,0.275
L. Münst,19,61,76,3,61,52,61,61,54,53,1625,0.775
D. Greif,24,72,80,1,70,73,77,70,18,71,930,4.5
Y. Djiga,18,55,75,2,66,26,42,38,54,64,1330,0.325
K. Autonne,20,63,73,2,71,28,48,48,62,74,1482,0.975
F. Stevanović,18,64,82,4,75,62,59,68,35,53,1656,1.5
P. Nange,29,65,65,3,74,61,65,60,62,70,1811,0.6
T. Baribo,23,66,72,4,70,68,42,64,19,63,1502,1.4
M. Ouadah,26,61,61,3,66,48,58,68,36,43,1518,0.35
E. Nevitt,24,59,64,4,74,56,38,57,19,73,1421,0.35
R. Pluijmen,18,57,72,2,72,31,38,48,59,51,1414,0.35
L. Lobato,20,62,73,3,72,60,52,68,30,51,1542,0.875
T. Williams,16,54,72,2,59,31,38,47,53,67,1321,0.25
E. Yilmaz,26,61,62,4,65,51,61,64,37,51,1572,0.375
M. Beifus,18,59,76,2,59,53,47,49,59,62,1547,0.55
J. Bongard,19,63,79,2,50,35,49,49,63,68,1424,1.2
M. N'Diaye,24,69,72,3,69,55,60,67,66,74,1807,1.7
I. Schranz,27,73,73,4,83,74,65,71,35,73,1874,3.2
J. Pešek,28,76,76,3,90,67,70,78,28,49,1794,7.5
A. Marsh,18,53,72,4,70,53,38,52,21,44,1313,0.24
D. Dutu,21,52,61,1,51,55,54,52,22,50,841,0.16
J. Hinds,18,53,68,4,63,51,45,55,29,57,1400,0.22
E. Uhlmann,18,59,77,3,70,47,55,59,56,57,1620,0.55
A. Al-Hamadi,19,56,72,4,64,58,39,47,18,59,1319,0.375
S. Lončar,24,71,76,3,61,62,67,71,65,73,1842,2.6
P. Sciortino,17,61,74,3,54,40,54,53,61,60,1527,0.7
J. Mullins,16,53,68,3,62,49,48,56,28,49,1348,0.21
A. Abdijanovic,20,56,66,4,59,55,38,55,19,59,1338,0.325
N. Bitsche,18,55,69,3,62,35,48,52,52,53,1412,0.275
T. Gemicibaşi,25,65,67,3,63,57,59,61,61,72,1735,0.8
L. Škaričić,19,61,77,2,55,24,35,36,64,60,1267,0.8
Neskes,19,63,76,4,66,59,62,63,50,61,1692,1.1
A. Al-Dakhil,19,64,77,2,68,27,49,55,61,72,1468,1.3
A. Makatounakis,17,58,77,1,62,59,58,58,23,59,862,0.45
M. Peart-Harris,18,64,79,4,69,64,63,64,41,59,1674,1.4
S. Baş,27,59,59,4,70,60,53,64,40,55,1584,0.24
B. Nadir,17,60,74,3,68,45,60,56,57,63,1659,0.55
S. Ben Seghir,18,65,77,3,70,68,59,69,29,36,1609,1.7
J. Castillo,19,63,76,2,68,34,51,55,58,61,1516,1.1
G. Altare,22,60,67,2,63,29,37,39,64,63,1366,0.475
T. Helgason,20,53,61,4,66,56,50,51,42,63,1502,0.2
B. Bjarnason,21,60,72,2,69,25,46,38,60,67,1387,0.575
Roberto,19,67,78,4,71,66,59,68,36,60,1673,2.2
A. Mitchell,19,59,71,2,55,29,39,35,57,69,1295,0.5
S. Adeniran,22,55,63,4,57,54,41,45,24,70,1319,0.275
Thaciano,26,68,71,4,72,66,66,69,55,71,1833,1.6
E. McJannet,17,54,74,4,62,47,50,61,34,43,1409,0.3
Y. Çeltik,18,61,76,4,68,48,58,65,49,48,1604,0.75
R. Pessel,17,58,71,2,69,53,54,57,58,66,1632,0.475
D. Wright-Phillips,19,54,69,4,74,56,45,55,26,41,1347,0.25
T. Persyn,19,66,80,3,82,63,62,65,49,61,1742,2.0
E. Bove,19,63,78,3,64,50,61,64,53,50,1645,1.1
A. Meekison,19,57,73,4,71,53,56,60,48,52,1605,0.425
Mini,22,63,74,3,66,52,64,62,62,57,1723,1.1
R. Oratmangoen,23,67,73,3,76,58,63,67,24,53,1525,1.6
B. Old,18,60,74,3,75,50,56,68,43,57,1615,0.575
D. Proper,19,66,77,3,75,45,55,66,64,57,1625,1.7
A. Jourda,19,57,69,2,66,26,48,49,52,65,1377,0.375
A. Roncaglia,21,57,66,2,50,35,50,54,57,61,1416,0.35
J. Le Cardinal,23,65,70,2,67,31,56,59,65,68,1553,0.975
M. Diongue,29,63,63,4,66,62,58,65,58,63,1730,0.4
K. Schur,30,65,65,3,78,60,59,63,48,68,1749,0.7
Y. Bahassa,29,64,64,3,68,58,62,67,21,53,1498,0.575
M. Anderson,20,60,71,4,76,53,59,66,50,51,1652,0.55
Q. Dumay,20,60,67,4,62,62,53,66,31,51,1518,0.5
Sergi Cardona,21,66,73,2,61,35,53,58,64,58,1554,1.6
Miguel Crespo,24,71,75,3,67,64,70,71,67,79,1980,2.7
Daniel Figueira,22,69,77,1,70,67,66,69,27,68,1010,2.7
R. Popa,18,60,79,1,60,57,66,64,38,61,955,0.55
F. Cann,23,65,73,3,83,61,54,68,28,46,1567,1.6
S. El Karouani,20,68,77,2,78,44,61,65,62,65,1699,2.5
R. Ilie,18,60,73,4,79,58,57,62,49,58,1699,0.575
Aldasoro,22,65,73,2,69,65,65,66,63,59,1826,1.6
Ander Martín,20,64,76,3,72,60,58,66,49,51,1647,1.4
J. Bickerstaff,19,55,67,4,73,54,41,55,18,60,1382,0.3
S. Aas,17,54,74,4,68,46,52,55,45,58,1509,0.3
S. Thórdarson,22,62,70,3,64,56,56,61,58,65,1638,0.9
C. Wheeler,24,64,70,2,67,26,45,59,57,50,1412,0.875
M. Seiffert,20,59,67,3,75,54,54,63,28,49,1467,0.5
K. Karataş,18,61,73,4,75,58,54,65,56,63,1714,0.725
N. Michael,27,64,67,1,60,58,69,64,23,68,928,0.575
V. Cherny,18,58,76,4,60,48,57,62,37,51,1500,0.525
M. Biegański,19,58,70,1,60,56,54,63,45,57,932,0.425
M. Hansen,18,60,73,3,74,57,54,61,41,56,1601,0.575
L. Nordås,19,59,73,4,68,57,43,59,25,67,1461,0.55
N. Wassberg,17,54,76,3,66,43,52,61,46,46,1515,0.325
N. Logue,21,47,55,3,60,37,45,49,41,52,1335,0.1
O. Schmitt,21,61,71,3,82,53,56,63,32,51,1516,0.725
M. Vukčević,28,63,63,2,72,59,54,56,61,63,1705,0.425
Acín,20,59,68,1,58,60,59,62,26,60,1019,0.425
S. Carey,20,59,69,4,62,52,59,56,36,51,1493,0.5
M. Pérez Hintermeier,17,50,68,1,57,49,48,51,33,41,834,0.1
J. Ceka,21,64,71,4,78,60,56,71,28,48,1613,1.2
J. Iredale,21,60,70,4,55,62,45,58,21,57,1419,0.55
R. Ndualu,21,60,69,3,72,56,52,64,29,65,1522,0.55
Matheus Thuler,22,71,77,2,65,34,44,52,70,76,1548,2.7
K. Leslie,18,50,68,3,75,38,47,53,42,63,1480,0.12
M. Badji,18,56,70,3,81,53,46,57,22,62,1431,0.325
Unai Rementería,21,62,71,3,67,56,60,57,61,67,1735,0.9
A. Okyere,18,56,70,3,72,53,52,63,48,57,1563,0.325
L. Kreković,21,62,70,3,74,59,61,62,47,65,1700,0.9
H. Bah-Traoré,24,61,65,2,78,33,44,57,58,67,1540,0.425
N. Wimmer,26,64,66,2,56,33,45,44,62,75,1452,0.65
N. Vasilj,25,68,72,1,64,65,64,69,33,69,1060,1.3
Y. Voigt,18,59,74,3,67,50,52,63,42,53,1518,0.525
A. Prass,20,65,77,3,69,59,63,63,59,65,1758,1.7
N. Pacławski,17,53,72,4,80,53,38,48,18,50,1292,0.24
N. John,18,61,80,4,62,56,58,66,39,52,1576,0.825
M. Mamaní,19,60,74,4,59,63,49,64,23,38,1452,0.6
G. Álvez,17,60,78,3,68,52,57,65,25,39,1448,0.625
I. Ndiaye,21,65,75,4,71,58,60,68,28,51,1540,1.6
J. Hurtado,19,65,79,2,73,40,53,61,62,59,1593,1.6
P. Mutswunguma,21,56,60,4,76,52,47,55,25,63,1427,0.21
D. Pereira,20,59,73,4,64,52,56,65,49,57,1604,0.55
R. Szánthó,20,64,79,4,82,62,52,65,26,55,1580,1.4
D. Affengruber,20,65,77,2,73,41,50,53,65,68,1617,1.6
A. Montgomery,18,60,77,3,75,50,52,65,54,55,1621,0.6
L. Patris,20,57,70,2,73,49,46,52,55,65,1536,0.375
L. Cingolani,20,61,73,3,74,59,54,61,25,42,1507,0.8
Y. Sylla,18,58,76,4,79,58,46,63,20,62,1460,0.525
M. Balard,20,53,65,4,63,39,54,55,49,46,1461,0.22
K. Pinargote,18,58,78,1,60,52,58,60,27,52,858,0.5
K. Mier,21,60,73,1,60,59,57,64,43,60,1019,0.525
A. Nagalo,18,61,73,2,63,29,46,49,59,64,1433,0.725
A. Bayew,19,51,65,3,65,53,43,55,26,40,1300,0.14
J. Coburn,18,57,73,4,53,59,40,54,21,49,1339,0.425
P. Weah,17,59,76,3,76,48,50,63,21,57,1394,0.55
A. Douvikas,21,70,79,4,77,69,60,69,34,67,1747,3.6
Y. Yashiki,17,59,74,4,75,54,51,64,33,48,1533,0.525
M. Dijakovic,19,59,74,2,67,29,41,35,58,66,1378,0.5
J. González,18,57,76,2,59,27,41,36,56,69,1350,0.4
M. Bondswell,19,60,73,2,67,31,53,55,56,61,1491,0.55
E. Olivares,18,61,78,2,70,47,54,59,60,55,1608,0.8
Q. Merlin,19,62,78,4,66,53,62,64,51,55,1677,1.0
Felippe Cardoso,22,67,74,4,59,70,48,59,32,78,1588,2.1
K. Appiah-Forson,19,56,71,4,68,47,53,60,50,58,1592,0.35
Y. Cassubie,20,61,68,3,69,46,57,62,58,66,1599,0.6
L. Lobinger,22,59,68,4,55,57,42,52,28,69,1399,0.5
Gori,19,64,80,4,74,56,63,67,57,59,1782,1.5
I. Rodríguez,19,60,73,4,56,56,60,60,51,41,1555,0.575
R. Hope-Gund,21,58,68,2,69,29,41,46,57,63,1374,0.425
B. Redžić,18,49,67,4,68,47,40,51,26,44,1253,0.12
M. Sahi,19,68,81,4,74,70,57,69,28,59,1657,2.9
Li Xiang,30,54,54,4,49,55,36,44,28,67,1330,0.11
K. Habibullah,17,56,78,4,69,55,49,63,27,42,1435,0.45
M. Campagna,17,49,73,2,61,21,35,34,49,50,1165,0.14
A. Quezada,22,54,62,4,70,53,47,58,22,47,1361,0.24
R. Howley,17,56,79,3,61,39,59,53,55,56,1526,0.45
Metinho,18,61,80,3,68,48,57,63,60,57,1635,0.8
N. Ngoy,18,58,74,2,73,30,35,47,57,62,1323,0.475
J. Varane,19,63,76,3,59,44,60,63,61,57,1616,1.1
A. Miller,18,60,79,3,77,55,48,60,31,47,1449,0.625
D. MacKay,20,63,71,3,84,57,55,64,30,53,1578,1.1
D. Wolfe,19,58,71,2,64,43,49,57,53,55,1475,0.475
H. Keïta,19,64,78,4,72,56,60,68,53,54,1679,1.4
Alex Millán,21,66,76,4,68,69,53,63,35,59,1611,1.9
D. Chirino,19,60,75,2,79,29,52,61,57,51,1471,0.55
W. De Buyser,20,56,67,2,67,25,43,49,56,49,1317,0.3
D. Watson,17,53,73,4,72,53,40,54,20,52,1363,0.25
G. Bellagambi,19,54,70,1,56,54,53,52,23,53,826,0.25
M. Watai,21,65,74,3,69,63,65,67,45,52,1730,1.6
John Patrick,17,59,78,4,68,56,48,59,20,57,1428,0.55
S. Fukuoka,25,64,69,2,71,47,54,62,62,70,1679,0.775
Manuel Galán,22,59,70,2,56,34,46,50,58,64,1450,0.475
J. Lang,18,60,76,2,60,32,35,42,62,62,1370,0.6
J. O'Connor,17,53,74,4,66,53,39,52,19,56,1336,0.3
B. Benamar,24,65,73,2,73,28,46,51,64,71,1470,1.5
M. Murakami,28,68,69,1,69,68,64,69,33,66,1052,0.95
Y. Yamagishi,27,65,65,4,50,67,46,61,32,70,1530,0.775
Y. Maejima,23,64,69,2,71,54,60,64,60,64,1734,0.825
B. Holmes,17,54,69,4,67,52,34,54,20,53,1302,0.25
N. Shamoun,18,60,74,4,74,50,56,68,38,51,1566,0.575
A. Mortensen,18,52,67,4,73,50,37,53,16,60,1325,0.19
N. Saliba,17,47,64,4,61,36,46,49,43,49,1353,0.12
A. Gilbert,19,60,74,4,76,60,51,62,27,48,1485,0.575
J. Marchand,19,56,65,3,60,49,53,57,55,56,1535,0.3
S. Ibrahim,18,60,72,4,84,58,54,60,23,61,1535,0.575
H. Salvatierra,18,59,74,3,61,29,54,55,53,57,1426,0.5
M. Altunbaş,18,59,75,4,62,60,49,59,21,55,1450,0.575
N. Harriel,20,59,72,2,77,31,49,53,51,72,1467,0.525
T. Ángel,18,60,77,4,78,58,54,61,17,57,1513,0.625
K. Nagai,26,61,65,1,66,59,53,61,41,57,1018,0.35
C. Cook,19,54,67,1,55,55,56,52,26,54,900,0.22
Urko González,20,65,76,3,53,46,59,52,65,63,1585,1.5
Q. Sullivan,17,60,74,4,73,54,60,63,47,52,1609,0.55
R. Khadra,19,63,77,4,79,53,61,67,41,58,1652,1.1
M. Cihan,20,57,67,3,64,52,52,64,33,40,1444,0.35
K. Lomónaco,19,64,77,2,61,27,34,40,65,67,1376,1.3
L. Besozzi,18,62,79,3,66,59,58,63,27,46,1481,1.0
L. Assignon,21,64,76,2,77,38,53,63,59,57,1634,1.4
J. Haliti,24,61,67,2,91,30,45,53,61,67,1486,0.475
B. Traore,18,61,72,4,79,52,51,63,29,50,1441,0.7
