name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
S. Stehle,19,59,74,RM,91,53,46,58,28,52,1458,€525K
R. Nishio,20,64,75,CB,71,38,54,54,63,66,1553,€1.2M
Shin Won Ho,20,58,70,LB,79,31,51,57,52,55,1510,€475K
J. Antiste,18,68,79,ST,82,69,51,69,20,56,1599,€2.6M
Julio Martínez,20,65,77,ST,76,65,54,65,19,55,1588,€1.7M
Y. Murillo,23,62,69,ST,73,59,45,59,36,65,1514,€800K
J. Quinteros,20,68,76,CB,61,26,41,52,70,68,1453,€2.5M
G. Thomason,20,63,74,CM,68,50,60,62,56,61,1674,€1M
Goh Young Jun,19,57,71,RM,63,42,59,62,31,46,1462,€400K
L. Lacroix,18,60,77,CB,55,31,42,38,62,58,1358,€600K
O. Dovin,18,59,75,GK,66,56,58,61,25,57,863,€500K
J. Quiñonez,20,62,75,CB,60,32,50,46,62,61,1465,€900K
G. Dragomir,17,53,71,RM,79,43,48,53,41,46,1418,€230K
Y. Wakatsuki,19,55,73,CAM,68,55,44,69,20,37,1391,€325K
Alkain,24,65,71,RM,75,63,57,67,24,51,1563,€1.1M
M. Karamoko,21,66,73,ST,82,63,55,64,28,74,1649,€1.8M
Javi López,19,66,79,LB,71,27,47,55,64,66,1496,€1.9M
A. Johnston,22,67,73,RWB,76,43,56,62,64,68,1691,€1.5M
Y. Keitel,21,68,76,CDM,65,48,63,63,63,67,1724,€2.6M
W. Bøving,18,62,77,CAM,76,54,56,66,23,52,1505,€925K
H. Martínez,21,67,78,CDM,67,41,61,67,64,56,1646,€2.2M
A. Oliveros,22,68,77,CB,61,35,61,66,69,69,1691,€2.5M
W. Ramírez,20,67,79,GK,67,65,63,68,33,65,998,€2.1M
T. Simpson,19,62,73,ST,73,60,44,60,19,66,1455,€875K
B. Unger,22,61,68,GK,64,58,57,63,41,54,987,€575K
C. Adorno,20,60,75,GK,60,60,58,59,27,59,924,€525K
J. Herrera,18,58,74,CM,59,58,52,59,54,58,1614,€500K
M. Peltola,18,58,75,CDM,65,35,53,53,56,58,1454,€500K
D. Mikić,28,64,64,CB,82,26,42,54,63,68,1494,€500K
Robson Bambu,23,69,76,CB,73,41,55,60,70,67,1735,€2.6M
Z. Emmerson,16,55,74,CAM,72,52,47,58,21,45,1326,€325K
21 B. Karagaren,27,64,64,RM,75,64,58,62,35,53,1623,€0
A. Kuol,19,55,71,ST,77,53,34,50,18,60,1335,€325K
T. Lecanda,18,60,79,CB,58,44,47,52,61,61,1505,€600K
F. Jørgensen,19,63,77,CM,66,47,59,65,56,62,1669,€1.1M
A. Forrest,24,66,69,RM,81,62,60,67,46,54,1707,€1.2M
C. Harper,19,60,76,RM,86,56,48,64,21,46,1473,€625K
M. Cox,18,55,76,GK,53,55,60,55,30,52,883,€375K
A. Molinas,20,66,78,CAM,67,57,66,67,36,57,1611,€2.1M
G. Gerzel,21,64,76,LW,74,61,54,67,24,48,1533,€1.4M
H. Baker,18,50,69,CB,58,25,32,50,49,55,1257,€110K
F. Versaci,19,63,74,ST,78,62,54,66,27,46,1573,€1M
J. Dorsett,19,59,75,CB,64,26,42,46,59,69,1385,€550K
L. Gueye,23,71,77,ST,76,73,68,71,25,59,1761,€3M
G. Barès,20,64,74,CM,66,50,65,65,56,67,1685,€1.3M
D. Glass,21,58,68,CAM,70,54,56,60,45,46,1549,€450K
Santiago Eneme,20,59,69,CAM,61,50,55,66,36,49,1485,€500K
A. Sylla,21,60,70,CB,59,31,46,40,62,63,1389,€525K
K. Kurt,19,62,71,RB,70,45,57,65,59,50,1639,€825K
I. Boura,20,67,77,LB,69,47,55,70,63,60,1671,€2.1M
A. Kamardin,19,61,74,CB,55,29,41,43,63,60,1388,€725K
N. Gordon,19,58,71,CB,64,27,35,41,59,66,1333,€450K
I. Abdulrazak,19,63,75,RM,86,50,56,68,53,57,1671,€1.1M
J. Mina,19,64,77,CAM,62,64,60,62,41,44,1627,€1.4M
21 J. Gomez,18,58,70,CB,72,35,43,50,55,67,1465,€450K
C. Caton,18,56,72,ST,74,54,47,57,23,57,1432,€375K
21 R. Richard,18,61,78,RB,69,37,48,58,57,61,1554,€800K
Leonardo,24,70,75,ST,71,72,56,68,31,65,1726,€2.4M
I. Vassilev,20,62,77,LM,73,61,55,64,32,52,1571,€950K
O. Panuco,19,61,70,CAM,79,50,57,66,36,49,1561,€700K
S. Ayukawa,19,58,68,ST,54,60,45,59,31,53,1509,€450K
20 T. Vidmajer,27,60,60,LB,65,29,50,54,60,56,1445,€180K
R. Robinson,22,64,72,ST,81,61,47,65,29,61,1541,€1.3M
J. Vennings,19,55,68,RM,66,48,55,56,46,44,1498,€300K
Y. Obata,19,63,76,GK,65,63,59,70,44,52,1070,€1M
H. Kessler,23,69,79,CB,55,27,47,56,69,76,1484,€2.9M
T. Beason,24,65,69,CB,61,25,42,56,66,70,1435,€925K
B. Milovanov,23,68,76,RB,73,38,52,62,65,71,1650,€2.6M
21 M. Muratovic,20,56,63,ST,73,54,42,59,28,60,1462,€275K
W. Harris,20,52,65,ST,68,52,42,51,22,49,1354,€190K
A. Slimane,20,66,75,CAM,63,59,62,68,55,71,1745,€1.9M
F. Monzón,20,64,74,ST,64,66,49,58,28,63,1525,€1.3M
S. Zobo,20,58,69,ST,50,61,42,55,23,58,1414,€450K
M. Hosoya,19,62,72,ST,75,62,42,64,28,52,1470,€875K
A. Colassin,20,65,75,ST,76,65,52,66,20,55,1521,€1.6M
F. Paredes,22,69,76,RB,78,39,62,69,66,71,1782,€2.7M
Óscar Clemente,22,66,77,CAM,73,55,68,63,40,49,1635,€1.9M
Javi Martínez,21,70,80,CAM,68,63,62,71,57,69,1794,€3.6M
20 Kim Ho Su,21,47,54,ST,56,51,38,51,23,48,1226,€40K
João Monteiro,20,60,71,GK,61,59,53,61,23,58,879,€475K
R. Bacchia,22,64,71,GK,65,62,57,64,28,66,975,€1M
S. Banks,19,59,73,CAM,73,57,57,61,32,46,1525,€525K
P. Kioso,21,65,73,RWB,69,44,56,61,62,68,1654,€1.5M
M. Pérez,21,65,73,CB,61,35,43,43,67,67,1474,€1.5M
F. Emmings,17,48,73,GK,51,45,59,53,20,42,811,€130K
R. Johansson,20,56,72,CDM,63,41,56,50,52,55,1482,€350K
M. Garbett,19,61,76,RM,73,58,57,65,45,59,1651,€0
H. Wise,21,59,69,CM,57,48,59,58,53,53,1594,€500K
E. Valencia,21,65,76,CAM,70,60,63,67,59,64,1745,€1.6M
B. Barticciotto,20,64,79,ST,75,61,41,66,19,59,1438,€1.4M
E. Pizzuto,19,60,78,CDM,63,43,54,61,56,59,1566,€600K
Lobete,20,66,80,ST,70,65,48,66,23,57,1525,€2.1M
Javi Castro,20,65,77,CB,67,31,42,49,65,68,1488,€1.6M
R. Boženík,21,70,77,ST,75,70,62,69,32,74,1766,€3.3M
21 R. Josipović,19,60,77,GK,62,58,54,61,30,57,948,€575K
I. Someno,19,59,70,ST,70,61,60,54,25,55,1552,€475K
O. Kolskogen,20,64,73,CB,75,37,42,53,63,66,1514,€1.2M
I. Mesík,20,62,73,CDM,65,41,59,60,60,68,1615,€825K
C. Coşkun,23,63,69,LM,76,51,59,63,58,60,1707,€700K
Dani Albiar,20,61,73,CAM,66,53,65,65,53,44,1674,€775K
M. Navarro,22,62,72,LB,70,31,51,61,57,51,1491,€850K
Barbero,22,68,77,ST,71,67,48,64,21,65,1509,€2.7M
J. Tånnander,20,60,73,GK,62,57,57,61,51,59,964,€525K
J. Scrimshaw,20,60,70,ST,76,59,46,60,23,64,1545,€550K
I. Nuhu,19,63,77,RM,79,58,57,72,32,39,1606,€1.1M
Y. Ndayishimiye,22,70,79,CB,70,48,63,67,69,75,1839,€3.4M
21 E. Bayram,17,60,83,CB,58,31,44,43,63,55,1388,€725K
J. Shcherbakovski,20,62,74,LM,68,46,55,68,34,52,1507,€950K
Mario,22,59,66,CAM,55,52,59,60,58,46,1593,€450K
21 D. Rooney,22,56,64,LM,68,47,49,55,29,54,1421,€325K
A. Athanasakopoulos,19,62,76,CAM,66,55,63,67,34,45,1565,€950K
Y. Rivas,19,60,69,ST,64,61,49,61,28,55,1482,€525K
M. Hyllegaard,22,59,66,ST,90,58,45,58,21,51,1448,€450K
Y. Gil,20,60,70,GK,62,57,54,60,24,62,886,€475K
E. Jirka,23,68,74,RM,84,64,61,63,34,73,1711,€1.9M
Pedro Raul,24,68,72,ST,71,69,49,60,29,76,1544,€1.8M
W. Azaro,26,67,69,ST,74,64,46,63,20,74,1582,€1.3M
F. Calderón,23,69,74,CB,60,32,45,52,68,80,1567,€1.9M
M. Amissi,20,62,69,RW,88,60,51,67,28,45,1516,€800K
D. Chistyakov,27,70,72,CB,71,36,52,54,73,69,1593,€0
21 Y. Abetew,21,54,63,CB,68,29,43,48,50,67,1346,€230K
R. Baturina,21,65,74,ST,66,68,49,61,21,66,1481,€1.6M
T. Burey,20,61,77,CAM,77,59,55,64,38,65,1674,€875K
Nacho Pastor,18,59,77,CB,63,33,38,39,62,50,1382,€550K
J. Alcívar,21,68,75,CDM,66,64,66,63,66,68,1870,€2.3M
D. Reasco,22,64,72,ST,74,63,54,64,33,73,1678,€1.3M
Rodrigo Fernandes,19,68,83,CDM,66,59,63,68,65,68,1836,€2.7M
Valpuia,21,52,65,CB,58,26,31,33,50,66,1237,€180K
Migue,24,64,71,RWB,66,45,58,64,60,64,1662,€1.1M
C. Makoun,21,66,78,CDM,65,43,60,58,65,73,1678,€2M
W. Tandazo,21,61,70,CDM,54,45,57,59,64,57,1601,€725K
J. Render,20,54,66,GK,58,59,55,50,24,49,871,€230K
B. Carabalí,23,67,71,RM,80,30,62,69,60,65,1617,€1.5M
T. Becker,24,67,72,CB,70,39,53,57,66,73,1598,€1.4M
21 M. Hany,24,70,75,RWB,75,54,65,69,66,66,1873,€0
21 H. Fathi,26,69,70,RWB,73,61,66,71,67,71,1897,€0
K. Egell-Johnsen,21,59,70,RB,66,40,50,56,54,57,1468,€475K
21 Azón,19,62,78,GK,60,69,60,61,26,59,925,€900K
A. Selmani,24,68,74,ST,71,69,57,64,30,82,1734,€1.9M
S. Theler,20,62,76,RB,69,38,53,60,58,65,1586,€925K
Z. Görgen,21,63,75,GK,66,60,60,69,24,64,935,€1M
C. Brennan,21,58,72,CB,63,23,43,46,57,67,1375,€475K
Jorge Padilla,20,65,78,ST,79,67,53,68,32,58,1658,€1.7M
A. Ilie,21,60,71,RM,82,53,58,63,32,48,1617,€550K
K. Simmonds,20,56,71,ST,70,58,46,59,23,47,1426,€350K
21 H. Hassan,26,68,68,ST,70,68,57,68,39,67,1738,€0
21 G. Cangá,26,61,62,ST,81,58,55,59,27,64,1619,€400K
N. Diliberto,19,67,79,CM,67,48,66,71,52,54,1707,€2.4M
S. Rathi,19,54,70,CB,73,26,37,50,51,66,1371,€275K
L. Egloff,18,60,78,CAM,67,52,58,65,33,55,1492,€625K
S. Turati,18,57,76,GK,62,51,49,60,27,55,886,€375K
C. Eriksson,26,64,69,GK,63,63,64,65,54,63,1022,€675K
K. Nsona,19,64,76,RM,87,57,54,68,26,51,1470,€1.4M
21 A. Jones,26,58,61,CB,61,45,42,53,58,64,1470,€250K
J. Palacios,22,67,75,RM,76,60,64,68,54,61,1790,€2.3M
M. Esquivel,22,68,79,CAM,84,66,70,73,52,62,1913,€2.7M
Z. Bailey,20,58,65,RWB,65,39,52,54,54,52,1526,€375K
21 L. Lang,20,54,69,CAM,67,53,48,59,26,52,1432,€250K
M. Zerkane,21,69,76,CAM,62,61,67,71,60,69,1835,€2.8M
21 R. Figueroa,23,61,65,ST,61,60,50,65,25,52,1477,€475K
21 P. Gavilán,31,63,63,GK,65,62,66,62,22,61,916,€250K
B. Skaret,19,57,75,CB,57,29,43,46,57,62,1351,€400K
20 S. Hansen,17,63,84,RW,83,61,54,68,28,52,1594,€800K
Atienza,22,68,78,CM,56,60,60,65,56,63,1642,€2.7M
Pepe Sánchez,21,64,77,CB,69,48,57,60,62,65,1665,€1.4M
Marc Echarri,22,64,75,ST,68,66,46,60,23,68,1527,€1.3M
S. Mijnans,21,67,79,CAM,75,60,64,67,54,59,1759,€2.5M
Won Du Jae,23,69,76,CDM,63,47,58,58,68,77,1668,€2.6M
F. Tudor,25,69,70,RM,88,59,64,67,67,72,1918,€1.7M
21 Pedro Mendes,20,70,80,ST,71,72,56,67,34,74,1777,€3.5M
21 B. Limbombe,19,61,75,RM,81,49,52,67,21,46,1422,€775K
K. Bangunagande,19,62,73,LB,81,36,57,62,56,70,1601,€825K
B. Dempsey,21,55,63,CM,66,40,54,55,43,58,1454,€275K
J. Nishikawa,19,60,73,CAM,59,55,60,64,32,57,1548,€575K
21 H. Takeda,18,57,71,LM,68,50,59,62,37,57,1549,€375K
Y. Badji,19,67,78,ST,72,64,52,65,29,71,1592,€2.2M
S. Perry,19,60,76,CAM,65,52,57,60,57,65,1656,€600K
21 F. Tsadjout,20,64,75,ST,72,63,50,63,30,71,1604,€1.3M
J. Okumu,24,71,76,CB,79,49,63,61,70,75,1809,€2.6M
S. Arce,19,59,73,ST,71,54,54,58,37,56,1534,€550K
T. Rushesha,18,56,74,RWB,78,29,43,52,51,52,1400,€350K
B. Kone,21,58,70,ST,69,65,51,57,32,46,1483,€500K
G. Michailidis,21,69,76,CB,66,51,64,60,71,68,1813,€2.6M
T. Tsingaras,20,67,78,CDM,68,58,64,66,64,64,1786,€2.1M
M. Benkhemassa,27,68,68,CM,63,57,66,66,64,68,1780,€1.3M
M. Trésor,22,72,80,RM,81,63,70,76,29,51,1750,€5.5M
S. Sutton,19,59,71,LM,60,51,61,62,54,59,1661,€500K
M. Sarıkaya,19,58,68,RB,62,35,42,53,56,57,1433,€425K
L. Oppermann,19,59,71,GK,62,59,57,64,23,57,867,€475K
21 M. Morabet,22,58,67,CAM,67,45,55,62,37,52,1514,€450K
20 G. Alcala,22,53,61,GK,58,59,49,59,29,43,896,€70K
G. Kyriakopoulos,25,69,74,LWB,69,48,59,65,66,69,1725,€1.9M
A. Tapsoba,19,67,79,ST,83,68,54,70,22,54,1615,€2.4M
E. Walker,18,57,71,ST,73,55,44,62,27,48,1418,€375K
M. Espinoza,23,68,74,LB,76,44,59,57,64,63,1673,€1.8M
R. Bogarín,24,68,73,RM,74,61,63,69,22,66,1596,€1.8M
A. Martínez,28,68,68,ST,71,64,49,64,34,77,1604,€1.2M
21 R. Fernández,24,65,70,CM,44,59,66,61,60,70,1774,€1.1M
J. Morel,23,70,80,CDM,66,48,62,59,68,71,1736,€3.3M
21 A. Ocampo,22,68,74,CAM,75,65,66,69,43,60,1765,€1.9M
B. Olivera,27,67,68,CAM,73,65,71,71,44,62,1836,€1.2M
J. Trindade,27,70,71,CDM,74,42,66,64,67,74,1794,€1.6M
G. Neves,22,73,78,CM,65,64,74,70,65,55,1893,€4.7M
G. Corujo,23,72,79,CB,70,35,46,46,74,74,1576,€4.4M
A. Méndez,25,70,73,RB,80,37,50,59,65,86,1671,€1.9M
Leo Coelho,28,69,70,CB,69,43,54,53,71,68,1663,€1.3M
W. Corozo,22,70,74,ST,85,65,59,72,31,76,1738,€2.3M
Hélder Baldé,22,63,70,CB,41,37,44,44,62,73,1395,€900K
G. Links,22,65,73,LM,85,53,55,74,31,51,1570,€1.6M
Raúl García,20,66,80,ST,64,67,49,62,24,56,1473,€2.1M
T. Clayton,20,57,73,CB,61,32,40,45,57,60,1375,€400K
Sergio Castel,26,68,71,ST,61,69,49,62,22,75,1556,€1.6M
L. Cundle,19,56,76,CAM,66,52,58,59,48,43,1574,€400K
L. Schuster,20,64,74,CB,68,37,58,59,63,63,1624,€1.2M
B. Balcı,21,68,76,RB,71,44,60,66,64,65,1745,€2.6M
E. Kahl,19,66,76,LWB,83,48,59,64,60,65,1725,€1.8M
D. Tangri,22,56,66,CB,69,37,47,52,54,70,1484,€300K
L. Colaco,22,57,66,RM,79,52,49,59,19,57,1467,€375K
P. Bonet,18,63,76,GK,65,60,58,61,17,64,873,€975K
L. Campana,21,65,75,ST,67,68,48,63,29,59,1549,€1.6M
R. Montero,30,64,64,CB,28,36,50,46,66,65,1343,€475K
V. Balta,35,65,65,CB,72,48,51,48,63,75,1650,€190K
L. Torrico,34,67,67,CB,66,39,52,51,67,76,1697,€325K
A. Fuentes,23,67,72,CDM,63,37,54,53,66,76,1599,€1.4M
M. Távara,22,70,77,CM,64,64,65,67,63,58,1777,€3.2M
C. Noß,20,62,74,CAM,71,54,58,72,31,44,1553,€950K
A. Rai,22,57,65,RB,75,36,47,55,51,59,1482,€350K
21 N. De Queiroz,17,50,71,CB,53,24,31,34,50,59,1162,€140K
A. Okoflex,19,59,78,CAM,77,57,50,66,25,52,1493,€575K
Antoñín,21,68,78,ST,80,67,56,69,23,56,1627,€2.7M
R. Alves,19,56,73,CAM,69,44,56,60,48,45,1533,€375K
Cristo Romero,21,68,78,LM,76,50,63,69,62,52,1716,€2.6M
R. Rodríguez,37,65,65,LB,68,58,60,64,62,71,1798,€160K
21 A. Montero,26,68,68,RM,70,65,65,69,25,61,1700,€1.3M
J. Ramírez,20,61,73,RM,68,54,56,62,27,53,1497,€800K
M. Luna Diale,22,68,77,ST,77,67,63,71,44,55,1793,€2.7M
L. Gómez,34,67,67,ST,66,66,54,64,26,65,1631,€500K
Z. Lepasa,24,64,69,ST,74,65,44,63,26,55,1484,€900K
20 N. Kölle,19,60,73,LB,64,36,50,60,58,57,1506,€350K
N. Šipčić,26,68,73,CB,69,36,51,60,67,75,1620,€1.6M
21 S. Esposito,19,67,80,CM,64,58,68,64,59,55,1767,€2.4M
21 L. Mack,20,59,70,CDM,55,24,54,47,59,59,1392,€475K
H. Ekdal,22,66,74,CB,61,33,47,54,66,67,1489,€1.8M
Riquelme,21,66,80,CAM,76,62,57,69,40,53,1668,€2.1M
Ismael,20,65,78,CAM,63,59,63,67,58,54,1696,€1.7M
J. Sanabria,21,64,78,LM,73,62,63,67,57,66,1803,€1.4M
Jota Gonçalves,21,66,76,CB,58,31,33,49,68,66,1414,€1.8M
F. Waleed,21,58,69,CDM,67,42,52,54,53,69,1554,€0
S. Abdullah,22,61,70,LB,74,30,49,57,57,64,1496,€700K
I. Jack,23,66,73,CDM,55,45,58,61,63,71,1695,€1.6M
E. Del Prato,21,64,75,RB,71,45,59,59,60,60,1661,€1.3M
20 M. Stefandl,21,58,67,ST,67,58,48,61,27,61,1496,€200K
C. Klaus,27,65,67,GK,64,68,64,66,29,65,965,€650K
21 D. Bouah,18,49,67,RB,57,25,31,48,46,53,1232,€110K
C. Cooper,19,56,67,CAM,73,50,54,57,41,46,1522,€300K
A. Doughty,21,66,76,LWB,83,46,59,62,56,57,1625,€1.8M
S. Obeng,24,68,74,ST,81,69,46,61,24,75,1586,€1.9M
K. Smoliński,20,62,77,CAM,64,52,60,64,58,60,1660,€950K
21 A. Österholm,24,56,61,CAM,66,47,56,58,45,67,1562,€210K
D. Males,20,63,80,CAM,74,58,59,63,35,59,1628,€1.3M
Ç. Kurukalıp,19,59,71,LB,65,32,44,58,56,52,1456,€500K
João Ferreira,20,67,78,RB,78,42,53,63,59,65,1646,€2.1M
A. Bakhat,21,58,69,CAM,67,45,60,63,44,52,1551,€450K
P. Vroegh,21,64,75,CM,58,54,63,64,56,58,1681,€1.3M
Sergio Lozano,22,63,72,CM,62,51,62,67,54,48,1638,€1.1M
S. Sanna,22,61,71,CAM,60,52,61,66,61,48,1671,€700K
20 Kim Jae Seok,18,57,72,CAM,60,46,58,55,40,48,1445,€210K
A. Dawa,25,65,68,CB,62,32,45,45,62,77,1433,€850K
21 B. El Mohamady,23,70,75,CB,77,40,59,65,68,75,1762,€0
J. Kadiri,21,62,75,ST,77,62,38,54,21,66,1450,€975K
M. Freke,22,57,67,GK,58,57,55,59,19,50,840,€325K
R. Tachie,22,63,69,RM,83,61,55,67,28,60,1643,€775K
M. Paluli,26,67,68,RB,71,43,55,66,64,66,1696,€1.1M
K. Dimitrov,24,67,73,CB,58,27,42,46,68,71,1431,€1.5M
P. Akono,21,59,70,CB,66,48,55,60,59,66,1646,€475K
21 B. O'Brien-Whitmarsh,20,51,62,ST,72,49,37,48,18,51,1290,€130K
21 R. McKinley,18,47,65,CAM,63,39,44,46,40,53,1338,€120K
20 I. Akinsete,17,50,66,RB,69,34,39,49,43,51,1340,€50K
21 S. Camara,22,59,68,ST,82,56,50,59,37,67,1563,€500K
A. Álvarez,21,62,73,RB,73,38,50,63,57,55,1564,€850K
Bruno Duarte,25,69,74,ST,69,68,60,67,26,68,1688,€2.1M
I. Bakare,19,53,68,CB,65,23,30,36,52,66,1256,€210K
Carreira,20,62,76,RB,64,26,47,54,60,47,1419,€925K
H. Kyprianou,20,62,71,CM,65,52,55,60,58,68,1597,€875K
21 L. Kasten,19,62,79,GK,66,62,62,67,41,51,1065,€900K
R. Postema,19,65,77,ST,79,67,51,62,29,57,1575,€1.7M
T. Schreiber,19,62,79,GK,63,62,54,65,29,60,957,€900K
Jofre Cherta,20,60,74,CAM,65,43,61,61,53,57,1638,€600K
Y. Kayan,22,67,78,CDM,68,54,62,65,65,68,1777,€2.2M
E. Özkayımoğlu,19,60,72,ST,69,59,47,59,31,60,1523,€600K
Borja Sainz,20,65,78,RM,75,52,60,66,38,50,1581,€1.7M
A. Flips,21,68,76,CAM,69,64,66,71,43,57,1751,€2.7M
Jonathan,22,68,77,LWB,67,43,55,68,64,54,1654,€2.6M
J. McPake,19,60,76,RM,86,52,53,61,25,42,1418,€625K
I. Jansson,19,61,73,RM,79,54,50,65,40,67,1608,€775K
20 Z. Rudden,19,57,74,ST,58,57,40,51,19,58,1320,€220K
M. Konaté,27,65,66,CDM,57,37,52,56,62,77,1506,€725K
20 A. McGrath,18,49,69,CDM,64,25,42,48,47,55,1284,€60K
Nuno Santos,22,70,80,CAM,80,59,67,72,65,66,1883,€3.6M
L. Scepanik,27,60,60,LW,72,56,57,62,52,61,1700,€240K
L. Mickels,26,63,64,LM,86,60,54,64,21,54,1520,€575K
Brian Araújo,21,64,74,GK,59,63,58,69,22,63,971,€1.1M
21 M. Elva-Fountaine,19,54,68,RB,71,29,44,56,50,48,1349,€240K
21 Pedro Amaral,22,69,77,LB,73,46,55,67,68,64,1717,€3M
C. Kinsombi,21,62,72,RM,82,42,56,65,31,58,1529,€900K
Nené,26,65,68,CDM,63,59,62,65,65,77,1808,€925K
21 A. Ali Mohamed,21,62,71,RWB,75,39,53,66,57,55,1581,€850K
B. Bida,20,62,74,ST,83,62,55,60,21,55,1524,€975K
M. Zeghba,30,73,73,GK,70,71,63,76,48,73,1086,€2M
O. Ashley,21,52,64,RM,71,43,50,53,40,66,1458,€200K
21 I. Brînză,21,59,69,GK,59,58,57,61,37,57,917,€450K
21 M. Andersson,22,57,68,CB,53,29,36,39,58,66,1299,€350K
D. Schnegg,22,67,74,LWB,73,53,60,65,63,74,1736,€2M
P. Osew,20,62,74,LB,83,49,53,62,55,59,1682,€925K
K. Phillips,21,60,71,ST,73,60,51,60,33,66,1581,€550K
21 A. Sayyadmanesh,19,60,74,ST,62,57,40,66,29,59,1462,€600K
20 C. Häusl,23,59,64,CB,57,36,41,47,59,61,1411,€190K
L. Richards,19,55,72,CB,66,41,50,52,52,60,1503,€325K
T. Taylor,20,62,76,CDM,63,48,57,59,60,64,1650,€900K
20 Leandro Vilela,24,67,71,CDM,52,42,59,64,66,69,1662,€900K
G. Fernández,27,66,67,ST,77,63,57,61,47,80,1756,€1M
M. van Ewijk,20,68,78,RB,85,35,54,64,63,67,1656,€2.5M
21 N. Tarnat,22,61,70,CM,64,57,59,60,57,60,1717,€700K
J. Rudoni,20,64,73,CAM,68,60,59,64,56,60,1694,€1.3M
21 B. Sidhu,32,60,60,CM,66,52,60,62,55,59,1699,€0
A. Sanghu,20,56,62,RM,79,42,50,59,29,49,1482,€220K
A. Ginti,26,61,61,LB,82,44,52,61,56,51,1644,€325K
Paulinho,24,71,75,RM,77,62,66,77,66,70,1944,€2.7M
M. Kocić,31,63,63,LB,72,34,53,55,61,63,1544,€350K
Q. Timber,20,68,79,CM,78,50,65,73,59,73,1822,€2.6M
21 A. Hussein,17,52,73,CAM,69,46,48,57,43,47,1485,€250K
A. Porras,21,62,70,RB,75,29,44,51,59,64,1430,€850K
A. Francis,20,65,76,CAM,75,60,60,67,47,65,1710,€1.6M
R. Moldoveanu,22,61,65,ST,71,58,56,65,18,55,1517,€475K
S. Adewoye,21,61,72,CB,68,23,39,41,60,67,1345,€700K
M. Woledzi,19,63,74,CB,69,35,51,52,60,70,1546,€975K
S. Al Abbas,26,60,61,ST,77,60,39,62,17,58,1430,€300K
Z. Ould Khaled,21,64,73,CDM,55,47,58,62,61,68,1628,€1.2M
P. Yade,21,67,77,ST,79,68,59,68,29,64,1674,€2.3M
R. Ndiaye,19,61,78,CDM,69,42,56,61,56,67,1632,€800K
Luquinha,20,71,82,RM,76,59,73,76,34,47,1747,€4.1M
Tiago Esgaio,25,71,74,RB,68,55,62,67,71,65,1878,€2.3M
D. Bradarić,21,74,80,LWB,79,55,68,74,69,68,1897,€6.5M
F. Daniliuc,20,73,79,CB,60,42,61,61,73,74,1679,€4.3M
B. Fazliji,22,65,73,CB,54,37,53,57,64,75,1613,€1.5M
L. Picco,21,68,78,CDM,54,50,59,62,64,72,1659,€2.6M
A. Lozano,22,64,74,CAM,72,64,66,66,37,47,1658,€1.3M
F. Torres,24,71,78,CB,59,36,49,60,71,75,1603,€3.5M
20 S. Ramos Mingo,17,62,79,CB,60,29,45,35,64,56,1364,€550K
F. Bilbija,21,66,77,RM,69,51,62,66,31,61,1527,€1.9M
A. Rogel,23,70,77,CB,45,34,48,55,70,78,1509,€3M
Rúben Ramos,22,62,70,CB,58,42,54,56,63,66,1596,€850K
R. Nizet,18,60,76,LB,76,40,50,54,54,54,1566,€600K
A. Ueda,22,69,74,ST,82,69,50,64,27,68,1647,€2.2M
21 L. Coveliers,19,57,68,CB,58,31,49,47,57,61,1447,€325K
S. Wearne,20,54,67,CAM,66,47,53,58,36,48,1446,€250K
C. Albornoz,20,61,74,CB,51,44,57,55,60,61,1571,€750K
M. Felici,20,53,65,CAM,59,46,53,59,29,42,1382,€230K
J. Orellana,23,67,74,LB,77,37,57,60,63,65,1633,€1.9M
N. Guinness-Walker,21,62,71,LWB,83,31,52,59,56,58,1511,€850K
N. Ngoumou,21,63,74,RM,74,62,58,63,29,56,1597,€1.1M
M. Diarra,20,63,76,LWB,69,31,46,57,61,64,1501,€1.1M
B. Cespedes,26,64,67,CDM,69,49,57,64,60,69,1682,€700K
E. Hejer,19,52,66,GK,53,58,48,52,20,53,801,€170K
D. Bakwa,18,63,75,CAM,77,51,56,68,30,56,1532,€1.1M
J. Walsh,19,55,72,GK,58,55,61,59,58,51,1090,€300K
S. Ogie,19,57,69,CB,69,27,43,46,57,66,1378,€375K
R. Sotiriou,20,60,69,RM,82,55,51,61,19,56,1472,€550K
20 J. Sobociński,20,62,75,CB,61,22,45,37,60,70,1391,€550K
S. Jørgensen,21,64,75,LM,78,59,58,64,24,53,1537,€1.3M
A. Singh Kiyam,20,54,67,CAM,70,42,53,60,47,58,1544,€250K
F. Egerer,23,63,69,CDM,55,44,59,55,61,69,1618,€700K
E. Lombardo,24,68,74,RM,80,61,61,73,35,46,1701,€1.9M
Javi Siverio,23,61,68,ST,61,61,44,58,22,65,1433,€675K
L. Bell Bell,24,63,67,LM,80,58,56,65,56,64,1765,€650K
S. Conteh,24,63,66,RW,93,54,50,64,36,60,1621,€650K
T. Sinclair,20,58,69,RM,81,59,54,60,28,52,1576,€450K
K. Poku,19,63,72,LM,85,54,55,64,39,48,1550,€1M
20 C. Anderson,18,51,66,RM,64,39,50,51,46,56,1433,€80K
